Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window_1_NetProfit,Window_1_MDD,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window_2_NetProfit,Window_2_MDD,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window_3_NetProfit,Window_3_MDD,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window_4_NetProfit,Window_4_MDD,Score_4,Pass4,Para5,Pass5
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_75_4.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_75_6.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_75_8.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,3_120_1.75_100_10.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,3_120_1.75_100_12.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,3_120_1.75_100_14.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,3_120_1.75_100_16.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,3_120_1.75_100_18.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,3_120_1.75_100_20.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,3_120_1.75_100_4.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,3_120_1.75_100_6.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,3_120_1.75_100_8.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,3_120_1.75_125_10.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
