Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,Pass5
1_20_2_175_12.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,3_60_0.75_50_8.csv,0.3713265994426064,-0.0074604960647371,17930445.428,-16251386.819,1.1033178662043144,No,,,,,,,,2_100_1_75_4.csv,0.5071404024995085,0.00840584430827994,26139732.875,-22570135.438,1.1581557827513111,No,,
1_20_2_175_14.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,1_60_0.75_50_4.csv,0.37132656346024406,-0.007460471977666186,17162780.715,-15555608.215,1.1033178823859957,No,,,,,,,,2_100_1_175_4.csv,0.507140374792705,0.019126423485289493,26220246.03,-22307931.718000002,1.1753777249032549,No,,
1_20_2_175_16.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,3_60_0.75_50_4.csv,0.37132656346024406,-0.007460471977666186,17162780.715,-15555608.215,1.1033178823859957,No,,,,,,,,2_100_1_200_4.csv,0.5071403696342174,0.010647202344880084,31107542.812,-26647300.375,1.167380649230213,No,,
1_20_2_175_18.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,1_60_0.75_100_10.csv,0.3670033785628013,0.019601739670070204,18494812.32,-16398280.070999999,1.1278507404387899,No,,,,,,,,2_100_1_225_4.csv,0.5071402726700911,0.007840889188651728,26840240.344,-23013879.25,1.1662631950239333,No,,
1_20_2_175_20.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,1_60_0.75_100_12.csv,0.3670033785628013,0.019601739670070204,18494812.32,-16398280.070999999,1.1278507404387899,No,,,,,,,,2_40_0.75_50_4.csv,0.5053298801443337,0.04380717618372923,136426176.5,-116109038.0,1.1749832644380362,No,,
1_20_2_175_4.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,1_60_0.75_100_14.csv,0.3670033785628013,0.019601739670070204,18494812.32,-16398280.070999999,1.1278507404387899,No,,,,,,,,2_20_1_50_10.csv,0.4940644130068664,-0.028710236596775088,22173219.281,-19424541.875,1.1415053916683426,No,,
1_20_2_175_6.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,1_60_0.75_100_16.csv,0.3670033785628013,0.019601739670070204,18494812.32,-16398280.070999999,1.1278507404387899,No,,,,,,,,2_20_1_50_12.csv,0.4940644130068664,-0.028710236596775088,22173219.281,-19424541.875,1.1415053916683426,No,,
1_20_2_175_8.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,1_60_0.75_100_18.csv,0.3670033785628013,0.019601739670070204,18494812.32,-16398280.070999999,1.1278507404387899,No,,,,,,,,2_20_1_50_14.csv,0.4940644130068664,-0.028710236596775088,22173219.281,-19424541.875,1.1415053916683426,No,,
3_20_2_175_10.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,1_60_0.75_100_20.csv,0.3670033785628013,0.019601739670070204,18494812.32,-16398280.070999999,1.1278507404387899,No,,,,,,,,2_20_1_50_16.csv,0.4940644130068664,-0.028710236596775088,22173219.281,-19424541.875,1.1415053916683426,No,,
3_20_2_175_12.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,1_60_0.75_100_4.csv,0.3670033785628013,0.019601739670070204,18494812.32,-16398280.070999999,1.1278507404387899,No,,,,,,,,2_20_1_50_18.csv,0.4940644130068664,-0.028710236596775088,22173219.281,-19424541.875,1.1415053916683426,No,,
3_20_2_175_14.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,1_60_0.75_100_6.csv,0.3670033785628013,0.019601739670070204,18494812.32,-16398280.070999999,1.1278507404387899,No,,,,,,,,2_20_1_50_20.csv,0.4940644130068664,-0.028710236596775088,22173219.281,-19424541.875,1.1415053916683426,No,,
3_20_2_175_16.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,1_60_0.75_100_8.csv,0.3670033785628013,0.019601739670070204,18494812.32,-16398280.070999999,1.1278507404387899,No,,,,,,,,2_20_1_50_8.csv,0.4940644130068664,-0.028710236596775088,22173219.281,-19424541.875,1.1415053916683426,No,,
3_20_2_175_18.csv,0.16405015,0.02341523551082179,3148471.8419999997,-2115113.0919999997,1.488559573437693,No,3_60_0.75_100_10.csv,0.3670033785628013,0.019601739670070204,18494812.32,-16398280.070999999,1.1278507404387899,No,,,,,,,,2_20_1_50_6.csv,0.49406434818932365,-0.025007831211862896,25143270.999,-21869708.499,1.1496847797559664,No,,
